rank,name,genre,country,formed,split,fans,band_link,img_link
4449,Dead Infection,deathgrind,Poland,1990,2020,5,band.php?band_id=9230,../images/bands/9230.jpg
4450,Dead Lord,hard rock,Sweden,2012,-,5,band.php?band_id=11932,../images/bands/11932.jpg
4451,Deadly Carnage,"black, atmospheric doom",Italy,2005,-,5,band.php?band_id=6890,../images/bands/6890.jpg
4452,Death Strike,death,USA,1984,-,5,band.php?band_id=9482,../images/bands/9482.jpg
4453,Death Toll 80k,grindcore,Finland,2005,-,5,band.php?band_id=9059,../images/bands/9059.jpg
4454,Deathraiser,thrash,Brazil,2006,-,5,band.php?band_id=9445,../images/bands/9445.jpg
4455,Decomposed,death doom,United Kingdom,1990,1994,5,band.php?band_id=5193,../images/bands/5193.jpg
4456,Decrepitaph,death,USA,2005,-,5,band.php?band_id=1448,../images/bands/1448.jpg
4457,Deep-Pression,"black, doom",Poland,2006,-,5,band.php?band_id=7510,../images/bands/7510.jpg
4458,Derelict Earth,extreme progressive,France,2009,-,5,band.php?band_id=5919,../images/bands/5919.jpg
4459,Despond,doom,France,1995,2004,5,band.php?band_id=637,../images/bands/637.jpg
4460,Destroyer Of Light,doom,USA,2012,-,5,band.php?band_id=10725,../images/bands/10725.jpg
4461,Devil In The Kitchen,"folk, speed",USA,2003,-,5,band.php?band_id=1513,../images/bands/1513.jpg
4462,Devious,death,The Netherlands,1998,2014,5,band.php?band_id=2349,../images/bands/2349.jpg
4463,Dimholt,black,Bulgaria,2003,-,5,band.php?band_id=3237,../images/bands/3237.jpg
4464,Doctor Cyclops,"doom, psychedelic rock",Italy,2007,-,5,band.php?band_id=5901,../images/bands/5901.jpg
4465,Doll$Boxx,"heavy, alternative, j-rock",Japan,2012,-,5,band.php?band_id=10014,../images/bands/10014.jpg
4466,Doomraiser,doom,Italy,2003,-,5,band.php?band_id=4564,../images/bands/4564.jpg
4467,Doomshine,epic doom,Germany,2000,-,5,band.php?band_id=7287,../images/bands/7287.jpg
4468,Double Dealer,heavy,Japan,1999,-,5,band.php?band_id=38,../images/bands/38.jpg
4469,Doyle,"groove metal, hardcore",USA,2012,-,5,band.php?band_id=9364,../images/bands/9364.jpg
4470,Dreadrealm,atmospheric black,Estonia,2016,2019,5,band.php?band_id=9971,../images/bands/9971.jpg
4471,Drifter,thrash,Switzerland,1983,2011,5,band.php?band_id=2261,../images/bands/2261.jpg
4472,Drug Honkey,"experimental death, doom",USA,1996,-,5,band.php?band_id=3526,../images/bands/3526.jpg
4473,Dungortheb,technical death,France,1996,-,5,band.php?band_id=716,../images/bands/716.jpg
4474,Dysylumn,"progressive black, death",France,2010,-,5,band.php?band_id=9280,../images/bands/9280.jpg
4475,E-L-R,post-metal,Switzerland,2016,-,5,band.php?band_id=11091,../images/bands/11091.jpg
4476,Earth Ship,sludge,Germany,2010,-,5,band.php?band_id=8490,../images/bands/8490.jpg
4477,earthtone9,alternative,United Kingdom,1998,-,5,band.php?band_id=8077,../images/bands/8077.jpg
4478,Eccentric Pendulum,progressive,India,2008,-,5,band.php?band_id=8090,../images/bands/8090.jpg
4479,Eciton,death,Denmark,2000,-,5,band.php?band_id=1536,../images/bands/1536.jpg
4480,Ehnahre,"black, death, doom",USA,2006,-,5,band.php?band_id=9066,../images/bands/9066.jpg
4481,Elferya,symphonic,Switzerland,2008,-,5,band.php?band_id=9348,../images/bands/9348.jpg
4482,Elite,black,Norway,2001,-,5,band.php?band_id=3656,../images/bands/3656.jpg
4483,End Of Aeon,"death doom, melodic death",Finland,2011,-,5,band.php?band_id=1643,../images/bands/1643.jpg
4484,Endseeker,death,Germany,2014,-,5,band.php?band_id=11080,../images/bands/11080.jpg
4485,Enigma,progressive,Chile,1990,-,5,band.php?band_id=13111,../images/bands/13111.jpg
4486,EnkElination,symphonic,United Kingdom,2011,2016,5,band.php?band_id=8592,../images/bands/8592.jpg
4487,Entheogen,black,USA,2016,-,5,band.php?band_id=9978,../images/bands/9978.jpg
4488,Episode 13,black,Turkey,2001,-,5,band.php?band_id=6851,../images/bands/6851.jpg
4489,Eskapism,atmospheric black,Ukraine,2015,-,5,band.php?band_id=10713,../images/bands/10713.jpg
4490,Estertor,"melodic death, doom",Bolivia,1996,-,5,band.php?band_id=680,../images/bands/680.jpg
4491,Eternal Elysium,"psychedelic doom, stoner",Japan,1991,-,5,band.php?band_id=6664,../images/bands/6664.jpg
4492,Ethernity,progressive power,Belgium,2000,-,5,band.php?band_id=9300,../images/bands/9300.jpg
4493,Exit Eden,symphonic,,2017,-,5,band.php?band_id=11927,../images/bands/11927.jpg
4494,Extinction A.D.,crossover thrash,USA,2013,-,5,band.php?band_id=10378,../images/bands/10378.jpg
4495,Exulansis,"black, crust punk, sludge, doom",USA,2016,-,5,band.php?band_id=11246,../images/bands/11246.jpg
4496,Fall Of Empyrean,death doom,USA,2000,-,5,band.php?band_id=1830,../images/bands/1830.jpg
4497,Far Beyond,melodic black,Germany,2001,-,5,band.php?band_id=10295,../images/bands/10295.jpg
4498,Feastem,grindcore,Finland,2005,-,5,band.php?band_id=5914,../images/bands/5914.jpg
4499,Fellwarden,"atmospheric black, folk",United Kingdom,2014,-,5,band.php?band_id=11799,../images/bands/11799.jpg
4500,Final Darkness,"melodic death, thrash",Canada,2011,2012,5,band.php?band_id=7029,../images/bands/7029.jpg
4501,Follow The Cipher,symphonic power,Sweden,2014,-,5,band.php?band_id=12128,../images/bands/12128.jpg
4502,Force Majeure,melodic power,Finland,1998,-,5,band.php?band_id=5923,../images/bands/5923.jpg
4503,Free Salamander Exhibit,avantgarde,USA,2013,-,5,band.php?band_id=9814,../images/bands/9814.jpg
4504,Frozen Winds,black,Cyprus,2007,-,5,band.php?band_id=8620,../images/bands/8620.jpg
4505,Funerary,funeral doom,USA,2013,2017,5,band.php?band_id=8336,../images/bands/8336.jpg
4506,Gaoth,atmospheric black,Ireland,2016,-,5,band.php?band_id=10698,../images/bands/10698.jpg
4507,Gatekeeper,heavy,Canada,2010,-,5,band.php?band_id=10361,../images/bands/10361.jpg
4508,Gateway To Selfdestruction,black,Germany,2013,-,5,band.php?band_id=9818,../images/bands/9818.jpg
4509,Genius: A Rock Opera,symphonic power,Italy,2002,-,5,band.php?band_id=4434,../images/bands/4434.jpg
4510,Geoff Tate's QueensrÃ¿che,progressive,USA,2012,2014,5,band.php?band_id=9798,../images/bands/9798.jpg
4511,Ghosts Of Atlantis,extreme gothic,United Kingdom,2019,-,5,band.php?band_id=13775,../images/bands/13775.jpg
4512,Glacier (USA-PO),"heavy, us power",USA,1979,-,5,band.php?band_id=13271,../images/bands/13271.jpg
4513,Goat Of Mendes,"pagan black, folk",Germany,1994,-,5,band.php?band_id=1913,../images/bands/1913.jpg
4514,Goat The Head,death,Norway,2002,-,5,band.php?band_id=2671,../images/bands/2671.jpg
4515,Golden Ashes,"atmospheric black, post-metal",The Netherlands,2018,-,5,band.php?band_id=10617,../images/bands/10617.jpg
4516,Good Tiger,djent,United Kingdom,2015,-,5,band.php?band_id=13074,../images/bands/13074.jpg
4517,Gorephilia,death,Finland,2006,-,5,band.php?band_id=10333,../images/bands/10333.jpg
4518,Gorky Park,hard rock,Russia,1987,2001,5,band.php?band_id=11928,../images/bands/11928.jpg
4519,Grey Widow,"doom, blackened sludge",United Kingdom,2013,-,5,band.php?band_id=8186,../images/bands/8186.jpg
4520,Grief Collector,doom,USA,2017,-,5,band.php?band_id=10610,../images/bands/10610.jpg
4521,GriftegÃ¥rd,doom,Sweden,2005,2015,5,band.php?band_id=4490,../images/bands/4490.jpg
4522,Haar,"atmospheric black, progressive black",United Kingdom,2008,-,5,band.php?band_id=9323,../images/bands/9323.jpg
4523,Hadriel,progressive doom,Sweden,2007,-,5,band.php?band_id=9586,../images/bands/9586.jpg
4524,Hammer King,"heavy, power",Germany,2015,-,5,band.php?band_id=11650,../images/bands/11650.jpg
4525,Hatred,thrash,Germany,1998,-,5,band.php?band_id=3626,../images/bands/3626.jpg
4526,Hela,doom,Spain,2012,-,5,band.php?band_id=10006,../images/bands/10006.jpg
4527,Hell (USA),"sludge, drone doom",USA,2006,-,5,band.php?band_id=10093,../images/bands/10093.jpg
4528,Helleborus,symphonic black,USA,2014,-,5,band.php?band_id=9789,../images/bands/9789.jpg
4529,HelsÃ³tt,"folk, death",USA,2010,-,5,band.php?band_id=7701,../images/bands/7701.jpg
4530,Her Chariot Awaits,"hard rock, alternative, heavy",Spain,2019,-,5,band.php?band_id=11448,../images/bands/11448.jpg
4531,High Priest Of Saturn,"doom, stoner, psychedelic rock",Norway,2011,-,5,band.php?band_id=9612,../images/bands/9612.jpg
4532,High Spirits,"hard rock, heavy",USA,2009,-,5,band.php?band_id=8658,../images/bands/8658.jpg
4533,Hittman,"heavy, us power",USA,1984,-,5,band.php?band_id=13052,../images/bands/13052.jpg
4534,Hollow Leg,sludge,USA,2008,-,5,band.php?band_id=10406,../images/bands/10406.jpg
4535,Hord,progressive,France,2002,2014,5,band.php?band_id=2193,../images/bands/2193.jpg
4536,Hydra Vein,thrash,United Kingdom,1987,-,5,band.php?band_id=8331,../images/bands/8331.jpg
4537,Ice Age,thrash,Sweden,1985,-,5,band.php?band_id=9938,../images/bands/9938.jpg
4538,Ignominious Incarceration,"technical death, melodic deathcore",United Kingdom,2006,2010,5,band.php?band_id=9698,../images/bands/9698.jpg
4539,Ildaruni,pagan black,Armenia,2016,-,5,band.php?band_id=12841,../images/bands/12841.jpg
4540,Ill Omen,black,Australia,2006,-,5,band.php?band_id=8364,../images/bands/8364.jpg
4541,Illimitable Dolor,atmospheric doom,Australia,2014,-,5,band.php?band_id=10491,../images/bands/10491.jpg
4542,Illumishade,symphonic,Switzerland,2020,-,5,band.php?band_id=13437,../images/bands/13437.jpg
4543,Ilsa,"death doom, crust punk",USA,2008,-,5,band.php?band_id=8776,../images/bands/8776.jpg
4544,In Cauda Venenum,black,France,2010,-,5,band.php?band_id=8927,../images/bands/8927.jpg
4545,InAeona,progressive,USA,2009,-,5,band.php?band_id=9092,../images/bands/9092.jpg
4546,Insanity Alert,crossover thrash,Austria,2011,-,5,band.php?band_id=10451,../images/bands/10451.jpg
4547,Inspell,symphonic black,Bulgaria,2003,-,5,band.php?band_id=2257,../images/bands/2257.jpg
4548,Internal Void,doom,USA,1987,-,5,band.php?band_id=4848,../images/bands/4848.jpg
4549,Irdorath,black,Austria,2005,-,5,band.php?band_id=11742,../images/bands/11742.jpg
4550,Jaded Star,power,Greece,2013,-,5,band.php?band_id=9351,../images/bands/9351.jpg
4551,Joel Grind,"black, speed",USA,2012,-,5,band.php?band_id=9047,../images/bands/9047.jpg
4552,Kenziner,power,Finland,1997,-,5,band.php?band_id=5978,../images/bands/5978.jpg
4553,Keor,progressive,France,2015,-,5,band.php?band_id=10334,../images/bands/10334.jpg
4554,Kevel,"progressive sludge, post-metal",Greece,2012,-,5,band.php?band_id=13239,../images/bands/13239.jpg
4555,Keys Of Orthanc,atmospheric black,Canada,2018,-,5,band.php?band_id=12565,../images/bands/12565.jpg
4556,King Conquer,deathcore,USA,2001,-,5,band.php?band_id=9103,../images/bands/9103.jpg
4557,Kingdom Come,hard rock,"Germany, USA",1987,-,5,band.php?band_id=14503,../images/bands/14503.jpg
4558,KK's Priest,heavy,United Kingdom,2020,-,5,band.php?band_id=14602,../images/bands/14602.jpg
4559,Koldborn,"melodic death, thrash",Denmark,1997,-,5,band.php?band_id=2726,../images/bands/2726.jpg
4560,Kozeljnik,black,Serbia,2006,-,5,band.php?band_id=7774,../images/bands/7774.jpg
4561,Lady Beast,heavy,USA,2009,-,5,band.php?band_id=11578,../images/bands/11578.jpg
4562,Laethora,death,Sweden,2005,-,5,band.php?band_id=3972,../images/bands/3972.jpg
4563,Latitude Egress,atmospheric doom,Germany,2014,-,5,band.php?band_id=7041,../images/bands/7041.jpg
4564,Legacy Of Emptiness,symphonic black,Norway,2010,-,5,band.php?band_id=11977,../images/bands/11977.jpg
4565,Lenore S. Fingers,gothic,Italy,2010,-,5,band.php?band_id=8684,../images/bands/8684.jpg
4566,LjÃ¡in,black,Iceland,2016,-,5,band.php?band_id=9931,../images/bands/9931.jpg
4567,Lody Kong,"crossover thrash, hardcore, punk",USA,2011,-,5,band.php?band_id=9675,../images/bands/9675.jpg
4568,Looking For An Answer,grindcore,Spain,1999,2019,5,band.php?band_id=7891,../images/bands/7891.jpg
4569,Lord Vigo,epic doom,Germany,2014,-,5,band.php?band_id=11605,../images/bands/11605.jpg
4570,Love Lies Bleeding,"atmospheric black, doom",France,1996,2008,5,band.php?band_id=5449,../images/bands/5449.jpg
4571,Luminaria,gothic doom,Poland,2002,2007,5,band.php?band_id=1892,../images/bands/1892.jpg
4572,Lux Divina,pagan black,Spain,1998,-,5,band.php?band_id=7746,../images/bands/7746.jpg
4573,MÄnbryne,black,Poland,2017,-,5,band.php?band_id=14428,../images/bands/14428.jpg
4574,Mad Hatter,power,Sweden,2017,-,5,band.php?band_id=12253,../images/bands/12253.jpg
4575,Manic Movement,"death, symphonic",Belgium,1993,-,5,band.php?band_id=3811,../images/bands/3811.jpg
4576,Maveth,blackened death,Finland,2007,2017,5,band.php?band_id=7395,../images/bands/7395.jpg
4577,Mefisto,"black, death, thrash",Sweden,1984,-,5,band.php?band_id=9408,../images/bands/9408.jpg
4578,Mesmerize,heavy,Italy,1988,-,5,band.php?band_id=269,../images/bands/269.jpg
4579,Metallic Taste Of Blood,"progressive, instrumental",,2011,-,5,band.php?band_id=7608,../images/bands/7608.jpg
4580,Mike Tramp,"hard rock, glam rock, rock","Denmark, USA",1997,-,5,band.php?band_id=9900,../images/bands/9900.jpg
4581,Mimorium,black,Finland,2016,-,5,band.php?band_id=11440,../images/bands/11440.jpg
4582,MindMaze,"power, progressive",USA,2004,-,5,band.php?band_id=11975,../images/bands/11975.jpg
4583,Minenwerfer,black,USA,2007,-,5,band.php?band_id=7296,../images/bands/7296.jpg
4584,Mondstille,avantgarde black,Austria,2004,-,5,band.php?band_id=7581,../images/bands/7581.jpg
4585,Monumentum Damnati,"melodic doom, melodic death",,2018,-,5,band.php?band_id=11818,../images/bands/11818.jpg
4586,Mora Prokaza,"black, avantgarde, trap",Belarus,2013,-,5,band.php?band_id=12165,../images/bands/12165.jpg
4587,Mortiferum,death doom,USA,2016,-,5,band.php?band_id=10983,../images/bands/10983.jpg
4588,Mourners,funeral doom,Romania,2019,-,5,band.php?band_id=11644,../images/bands/11644.jpg
4589,Mourning Mist,"blackened doom, avantgarde doom",Italy,2013,-,5,band.php?band_id=8687,../images/bands/8687.jpg
4590,Myraeth,"death doom, gothic",Australia,2009,-,5,band.php?band_id=7710,../images/bands/7710.jpg
4591,NadimaÄ,thrash,Serbia,2003,-,5,band.php?band_id=8052,../images/bands/8052.jpg
4592,National Suicide,thrash,Italy,2005,-,5,band.php?band_id=6595,../images/bands/6595.jpg
4593,Nebulae Come Sweet,post-metal,Belarus,2012,-,5,band.php?band_id=9811,../images/bands/9811.jpg
4594,Necronoclast,black,United Kingdom,2003,-,5,band.php?band_id=2478,../images/bands/2478.jpg
4595,Next To None,progressive,USA,2013,-,5,band.php?band_id=9114,../images/bands/9114.jpg
4596,Nicumo,"gothic, gothic rock",Finland,2007,-,5,band.php?band_id=11531,../images/bands/11531.jpg
4597,Night,"hard rock, heavy",Sweden,2011,-,5,band.php?band_id=12478,../images/bands/12478.jpg
4598,Night Viper,heavy,Sweden,2014,-,5,band.php?band_id=7699,../images/bands/7699.jpg
4599,Noein,industrial death,France,2007,-,5,band.php?band_id=7776,../images/bands/7776.jpg
4600,Nontinuum,"atmospheric black, depressive black",Australia,2010,-,5,band.php?band_id=7540,../images/bands/7540.jpg
4601,Nordic Union,"heavy, hard rock",Denmark,2015,-,5,band.php?band_id=9559,../images/bands/9559.jpg
4602,Nordor,death,Greece,1989,-,5,band.php?band_id=2442,../images/bands/2442.jpg
4603,Noturna,"gothic, progressive",Brazil,2002,2015,5,band.php?band_id=6696,../images/bands/6696.jpg
4604,Oak,"atmospheric doom, death doom",Portugal,2017,-,5,band.php?band_id=10374,../images/bands/10374.jpg
4605,Obed Marsh,"black, doom",Australia,2014,-,5,band.php?band_id=10363,../images/bands/10363.jpg
4606,Old Forest,black,United Kingdom,1998,-,5,band.php?band_id=9610,../images/bands/9610.jpg
4607,One Machine,progressive thrash,USA,2008,-,5,band.php?band_id=8140,../images/bands/8140.jpg
4608,Opus Doria,symphonic power,France,2009,-,5,band.php?band_id=7289,../images/bands/7289.jpg
4609,Orodruin,doom,USA,1998,-,5,band.php?band_id=10728,../images/bands/10728.jpg
4610,Osmi Putnik,heavy,Croatia,1985,-,5,band.php?band_id=5716,../images/bands/5716.jpg
4611,Ossastorium,technical death,Lithuania,2001,-,5,band.php?band_id=1388,../images/bands/1388.jpg
4612,Ostrogoth,heavy,Belgium,1976,-,5,band.php?band_id=4860,../images/bands/4860.jpg
4613,Oubliette,melodic black,USA,2011,-,5,band.php?band_id=9076,../images/bands/9076.jpg
4614,Oxiplegatz,avantgarde,Sweden,1993,1998,5,band.php?band_id=8995,../images/bands/8995.jpg
4615,Parasitic Extirpation,"brutal death, technical death",USA,2007,-,5,band.php?band_id=6668,../images/bands/6668.jpg
4616,Parricide,"death, brutal death, grindcore",Poland,1990,2015,5,band.php?band_id=6714,../images/bands/6714.jpg
4617,Passages,"progressive doom, post-metal",United Kingdom,2015,-,5,band.php?band_id=12594,../images/bands/12594.jpg
4618,Persian Risk,"new wave of british heavy, heavy",United Kingdom,1979,-,5,band.php?band_id=8802,../images/bands/8802.jpg
4619,Phantom Elite,symphonic,The Netherlands,2016,-,5,band.php?band_id=13250,../images/bands/13250.jpg
4620,Phaze I,"progressive black, thrash",France,2005,-,5,band.php?band_id=3439,../images/bands/3439.jpg
4621,Phoenix Rising,symphonic power,Spain,2007,-,5,band.php?band_id=7060,../images/bands/7060.jpg
4622,Pictures Of Pain,extreme progressive,Norway,2004,-,5,band.php?band_id=5709,../images/bands/5709.jpg
4623,Pissgrave,death,USA,2013,-,5,band.php?band_id=9017,../images/bands/9017.jpg
4624,Plateau Sigma,doom,Italy,2010,-,5,band.php?band_id=9688,../images/bands/9688.jpg
4625,Pride & Glory,"heavy, hard rock, blues rock, country rock",USA,1991,1994,5,band.php?band_id=11019,../images/bands/11019.jpg
4626,Prohod,"atmospheric black, melodic black",Romania,2012,-,5,band.php?band_id=9164,../images/bands/9164.jpg
4627,Project Pain,thrash,The Netherlands,2011,-,5,band.php?band_id=7516,../images/bands/7516.jpg
4628,Purest Of Pain,metalcore,The Netherlands,2008,-,5,band.php?band_id=10051,../images/bands/10051.jpg
4629,Purgatory (USA),"heavy, us power",USA,1984,-,5,band.php?band_id=10286,../images/bands/10286.jpg
4630,Radigost,"doom, black",Russia,1994,-,5,band.php?band_id=685,../images/bands/685.jpg
4631,Raging Speedhorn,nu,United Kingdom,1998,-,5,band.php?band_id=2617,../images/bands/2617.jpg
4632,Railway,heavy,Germany,1977,-,5,band.php?band_id=5279,../images/bands/5279.jpg
4633,Raise Hell,"black, thrash",Sweden,1996,-,5,band.php?band_id=4300,../images/bands/4300.jpg
4634,RandomWalk,"gothic, metalcore",Greece,2005,-,5,band.php?band_id=4712,../images/bands/4712.jpg
4635,Ravenland,"gothic, gothic rock",Brazil,1997,-,5,band.php?band_id=6040,../images/bands/6040.jpg
4636,Rebirth Of Nefast,black,"Ireland, Iceland",2006,-,5,band.php?band_id=10090,../images/bands/10090.jpg
4637,Reciprocal,"technical death, brutal death",USA,2007,-,5,band.php?band_id=3334,../images/bands/3334.jpg
4638,Remorse,thrash,Hungary,1987,-,5,band.php?band_id=5166,../images/bands/5166.jpg
4639,Reverence (USA),progressive power,USA,2010,-,5,band.php?band_id=7151,../images/bands/7151.jpg
4640,Rising,sludge,Denmark,2008,-,5,band.php?band_id=4596,../images/bands/4596.jpg
4641,Ruthless,"heavy, us power",USA,1982,-,5,band.php?band_id=5478,../images/bands/5478.jpg
4642,Sabke Morde,progressive,Iran,2008,-,5,band.php?band_id=10582,../images/bands/10582.jpg
